city_id,city,state,station,date,condition,risk_factor,temp_f,dewpoint_f,humidity_pct,pressure_in
21,Miami,FL,KMIA,2025-11-30,Mostly Cloudy,1,73,69,87,30.11
22,Orlando,FL,KMCO,2025-11-01,Fair,1,55,52,89,29.97
22,Orlando,FL,KMCO,2025-11-02,Fair,1,58,55,90,29.97
22,Orlando,FL,KMCO,2025-11-03,Fair,1,66,62,87,29.95
22,Orlando,FL,KMCO,2025-11-04,Fair,1,57,50,77,30.11
22,Orlando,FL,KMCO,2025-11-05,Fair,1,63,62,97,30.13
22,Orlando,FL,KMCO,2025-11-06,Fair,1,64,61,90,30.03
22,Orlando,FL,KMCO,2025-11-07,Mostly Cloudy,1,68,64,87,29.91
22,Orlando,FL,KMCO,2025-11-08,Fair,1,68,67,96,29.8
22,Orlando,FL,KMCO,2025-11-09,Fair,1,71,69,93,29.85
22,Orlando,FL,KMCO,2025-11-10,Partly Cloudy,1,71,70,96,29.83
22,Orlando,FL,KMCO,2025-11-11,Fair / Windy,1,44,19,37,30.18
22,Orlando,FL,KMCO,2025-11-12,Fair,1,43,35,74,30.22
22,Orlando,FL,KMCO,2025-11-13,Fair,1,49,45,86,30.13
22,Orlando,FL,KMCO,2025-11-14,Fair,1,55,52,89,30.06
22,Orlando,FL,KMCO,2025-11-15,Fair,1,58,55,90,30.0
22,Orlando,FL,KMCO,2025-11-16,Fair,1,58,55,90,29.85
22,Orlando,FL,KMCO,2025-11-17,Fair,1,62,59,90,29.82
22,Orlando,FL,KMCO,2025-11-18,Partly Cloudy,1,60,56,86,29.97
22,Orlando,FL,KMCO,2025-11-19,Fair,1,62,55,78,30.04
22,Orlando,FL,KMCO,2025-11-20,Fair,1,62,60,93,30.05
22,Orlando,FL,KMCO,2025-11-21,Fair,1,63,61,94,29.99
22,Orlando,FL,KMCO,2025-11-22,Fair,1,63,63,100,30.0
22,Orlando,FL,KMCO,2025-11-23,Fair,1,64,61,88,29.97
22,Orlando,FL,KMCO,2025-11-24,Mostly Cloudy,1,66,66,100,29.97
22,Orlando,FL,KMCO,2025-11-25,Fair,1,65,64,97,29.99
22,Orlando,FL,KMCO,2025-11-26,Fair,1,67,65,93,30.0
22,Orlando,FL,KMCO,2025-11-27,Partly Cloudy,1,67,64,90,29.95
22,Orlando,FL,KMCO,2025-11-28,Partly Cloudy,1,52,28,40,30.08
22,Orlando,FL,KMCO,2025-11-29,Partly Cloudy,1,51,42,71,30.15
22,Orlando,FL,KMCO,2025-11-30,Fair,1,58,54,87,30.09
23,Columbus,OH,KCMH,2025-11-01,Partly Cloudy,1,42,37,82,29.1
23,Columbus,OH,KCMH,2025-11-02,Partly Cloudy,1,36,34,93,29.28
23,Columbus,OH,KCMH,2025-11-03,Fair,1,38,37,97,29.3
23,Columbus,OH,KCMH,2025-11-04,Fair,1,38,34,86,29.38
23,Columbus,OH,KCMH,2025-11-05,Fair,1,48,30,50,29.2
23,Columbus,OH,KCMH,2025-11-06,Fair,1,37,34,89,29.32
23,Columbus,OH,KCMH,2025-11-07,Mostly Cloudy,1,45,25,46,29.06
23,Columbus,OH,KCMH,2025-11-08,Fog,1,47,47,100,28.84
23,Columbus,OH,KCMH,2025-11-09,Cloudy,1,44,43,96,28.9
23,Columbus,OH,KCMH,2025-11-10,Light Snow,10,32,31,96,29.11
23,Columbus,OH,KCMH,2025-11-11,Mostly Cloudy,1,27,22,81,29.2
23,Columbus,OH,KCMH,2025-11-12,Mostly Cloudy,1,35,24,64,28.98
23,Columbus,OH,KCMH,2025-11-13,Partly Cloudy,1,38,29,70,29.17
23,Columbus,OH,KCMH,2025-11-14,Mostly Cloudy,1,34,29,82,29.3
23,Columbus,OH,KCMH,2025-11-15,Mostly Cloudy,1,52,46,80,29.03
23,Columbus,OH,KCMH,2025-11-16,Mostly Cloudy,1,56,46,69,28.7
23,Columbus,OH,KCMH,2025-11-17,Fair,1,32,22,66,29.07
23,Columbus,OH,KCMH,2025-11-18,Partly Cloudy,1,32,25,75,29.24
23,Columbus,OH,KCMH,2025-11-19,Cloudy,1,40,39,97,29.17
23,Columbus,OH,KCMH,2025-11-20,Cloudy,1,42,40,92,29.28
23,Columbus,OH,KCMH,2025-11-21,Cloudy,1,44,42,93,29.17
23,Columbus,OH,KCMH,2025-11-22,Cloudy,1,48,46,93,29.02
23,Columbus,OH,KCMH,2025-11-23,Cloudy,1,40,34,79,29.16
23,Columbus,OH,KCMH,2025-11-24,Fair,1,33,32,96,29.32
23,Columbus,OH,KCMH,2025-11-25,Cloudy,1,50,34,54,29.11
23,Columbus,OH,KCMH,2025-11-26,Cloudy,1,54,52,93,28.93
23,Columbus,OH,KCMH,2025-11-27,Cloudy / Windy,1,33,19,56,29.21
23,Columbus,OH,KCMH,2025-11-28,Cloudy,1,30,17,59,29.27
23,Columbus,OH,KCMH,2025-11-29,Fair,1,24,16,71,29.54
23,Columbus,OH,KCMH,2025-11-30,Light Snow,10,40,26,58,29.13
24,Cleveland,OH,KCLE,2025-11-01,Partly Cloudy,1,41,36,82,29.04
24,Cleveland,OH,KCLE,2025-11-02,Fair,1,40,36,86,29.29
24,Cleveland,OH,KCLE,2025-11-03,Fair,1,39,38,96,29.27
24,Cleveland,OH,KCLE,2025-11-04,Fair,1,39,30,70,29.32
24,Cleveland,OH,KCLE,2025-11-05,Partly Cloudy,1,48,29,48,29.18
24,Cleveland,OH,KCLE,2025-11-06,Fair,1,44,29,55,29.27
24,Cleveland,OH,KCLE,2025-11-07,Cloudy,1,47,25,42,29.03
24,Cleveland,OH,KCLE,2025-11-08,Mostly Cloudy,1,45,42,90,28.83
24,Cleveland,OH,KCLE,2025-11-09,Light Rain,5,42,37,82,28.95
24,Cleveland,OH,KCLE,2025-11-10,Light Snow,10,33,31,92,29.07
24,Cleveland,OH,KCLE,2025-11-11,Mostly Cloudy,1,26,19,75,29.09
24,Cleveland,OH,KCLE,2025-11-12,Cloudy,1,38,24,57,28.87
24,Cleveland,OH,KCLE,2025-11-13,Fair,1,36,29,76,29.09
24,Cleveland,OH,KCLE,2025-11-14,Fair,1,34,30,85,29.27
24,Cleveland,OH,KCLE,2025-11-15,Mostly Cloudy,1,46,42,86,28.99
24,Cleveland,OH,KCLE,2025-11-16,Mostly Cloudy,1,50,39,66,28.67
24,Cleveland,OH,KCLE,2025-11-17,Cloudy,1,39,17,41,28.99
24,Cleveland,OH,KCLE,2025-11-18,Fair,1,29,23,78,29.22
24,Cleveland,OH,KCLE,2025-11-19,Cloudy,1,40,35,83,29.21
24,Cleveland,OH,KCLE,2025-11-20,Mostly Cloudy,1,35,32,89,29.32
24,Cleveland,OH,KCLE,2025-11-21,Cloudy,1,44,41,89,29.15
24,Cleveland,OH,KCLE,2025-11-22,Mist,1,45,44,97,29.02
24,Cleveland,OH,KCLE,2025-11-23,Cloudy,1,40,32,73,29.09
24,Cleveland,OH,KCLE,2025-11-24,Fair,1,31,29,92,29.3
24,Cleveland,OH,KCLE,2025-11-25,Cloudy,1,46,30,54,29.12
24,Cleveland,OH,KCLE,2025-11-26,Cloudy,1,52,50,93,28.89
24,Cleveland,OH,KCLE,2025-11-27,Partly Cloudy / Windy,1,32,21,64,29.06
24,Cleveland,OH,KCLE,2025-11-28,Light Snow,10,28,22,78,29.16
24,Cleveland,OH,KCLE,2025-11-29,Cloudy,1,29,19,67,29.51
24,Cleveland,OH,KCLE,2025-11-30,Cloudy,1,37,27,67,29.1
25,Detroit,MI,KDTW,2025-11-01,Mostly Cloudy,1,41,33,73,29.25
25,Detroit,MI,KDTW,2025-11-02,Shallow Fog,1,35,32,89,29.49
25,Detroit,MI,KDTW,2025-11-03,Fair,1,41,34,76,29.43
25,Detroit,MI,KDTW,2025-11-04,Fair,1,39,30,70,29.51
25,Detroit,MI,KDTW,2025-11-05,Cloudy,1,47,31,54,29.31
25,Detroit,MI,KDTW,2025-11-06,Fair,1,38,29,70,29.48
25,Detroit,MI,KDTW,2025-11-07,Cloudy,1,47,32,56,29.19
25,Detroit,MI,KDTW,2025-11-08,Cloudy,1,46,40,79,29.03
25,Detroit,MI,KDTW,2025-11-09,Wintry Mix,10,35,33,92,29.21
25,Detroit,MI,KDTW,2025-11-10,Cloudy,1,31,27,85,29.37
25,Detroit,MI,KDTW,2025-11-11,Mostly Cloudy,1,24,19,81,29.32
25,Detroit,MI,KDTW,2025-11-12,Cloudy,1,35,25,67,29.01
25,Detroit,MI,KDTW,2025-11-13,Fair,1,33,28,82,29.32
25,Detroit,MI,KDTW,2025-11-14,Mostly Cloudy,1,36,27,70,29.47
25,Detroit,MI,KDTW,2025-11-15,Mostly Cloudy,1,43,37,80,29.15
25,Detroit,MI,KDTW,2025-11-16,Partly Cloudy,1,46,32,58,28.92
25,Detroit,MI,KDTW,2025-11-17,Cloudy,1,33,21,61,29.22
25,Detroit,MI,KDTW,2025-11-18,Partly Cloudy,1,27,21,80,29.43
25,Detroit,MI,KDTW,2025-11-19,Cloudy,1,37,32,81,29.44
25,Detroit,MI,KDTW,2025-11-20,Cloudy,1,32,27,80,29.51
25,Detroit,MI,KDTW,2025-11-21,Cloudy,1,45,43,93,29.34
25,Detroit,MI,KDTW,2025-11-22,Mostly Cloudy,1,39,30,70,29.29
25,Detroit,MI,KDTW,2025-11-23,Fair,1,39,30,70,29.25
25,Detroit,MI,KDTW,2025-11-24,Fair,1,36,30,81,29.5
25,Detroit,MI,KDTW,2025-11-25,Cloudy,1,45,36,71,29.29
25,Detroit,MI,KDTW,2025-11-26,Light Drizzle,5,50,48,94,29.05
25,Detroit,MI,KDTW,2025-11-27,Light Snow / Windy,10,30,28,93,29.21
25,Detroit,MI,KDTW,2025-11-28,Cloudy,1,28,21,74,29.39
25,Detroit,MI,KDTW,2025-11-29,Cloudy,1,28,16,59,29.73
25,Detroit,MI,KDTW,2025-11-30,Snow / Fog,10,32,30,93,29.27
26,Indianapolis,IN,KIND,2025-11-01,Mostly Cloudy,1,45,36,71,29.13
26,Indianapolis,IN,KIND,2025-11-02,Cloudy,1,44,35,71,29.31
26,Indianapolis,IN,KIND,2025-11-03,Fair,1,38,34,86,29.34
26,Indianapolis,IN,KIND,2025-11-04,Mostly Cloudy,1,39,31,73,29.44
26,Indianapolis,IN,KIND,2025-11-05,Partly Cloudy,1,52,44,74,29.17
26,Indianapolis,IN,KIND,2025-11-06,Fair,1,39,35,86,29.38
26,Indianapolis,IN,KIND,2025-11-07,Cloudy,1,48,28,46,28.98
26,Indianapolis,IN,KIND,2025-11-08,Fair,1,45,37,74,28.89
26,Indianapolis,IN,KIND,2025-11-09,Rain,5,47,44,90,28.9
26,Indianapolis,IN,KIND,2025-11-10,Cloudy,1,26,18,71,29.26
26,Indianapolis,IN,KIND,2025-11-11,Fair,1,23,16,74,29.33
26,Indianapolis,IN,KIND,2025-11-12,Fair,1,38,29,70,29.02
26,Indianapolis,IN,KIND,2025-11-13,Mostly Cloudy,1,44,29,55,29.27
26,Indianapolis,IN,KIND,2025-11-14,Fair,1,44,29,55,29.29
26,Indianapolis,IN,KIND,2025-11-15,Fair,1,62,55,78,29.01
26,Indianapolis,IN,KIND,2025-11-16,Fair,1,52,40,63,28.86
26,Indianapolis,IN,KIND,2025-11-17,Fair,1,36,19,50,29.14
26,Indianapolis,IN,KIND,2025-11-18,Light Rain,5,42,31,65,29.22
26,Indianapolis,IN,KIND,2025-11-19,Cloudy,1,43,42,97,29.19
26,Indianapolis,IN,KIND,2025-11-20,Mist,1,43,42,97,29.31
26,Indianapolis,IN,KIND,2025-11-21,Fog,1,46,45,96,29.18
26,Indianapolis,IN,KIND,2025-11-22,Cloudy,1,47,46,97,29.09
26,Indianapolis,IN,KIND,2025-11-23,Fair,1,41,35,79,29.21
26,Indianapolis,IN,KIND,2025-11-24,Fair,1,36,32,86,29.32
26,Indianapolis,IN,KIND,2025-11-25,Cloudy,1,51,46,83,29.02
26,Indianapolis,IN,KIND,2025-11-26,Light Rain,5,52,49,89,28.96
26,Indianapolis,IN,KIND,2025-11-27,Fair,1,30,18,61,29.29
26,Indianapolis,IN,KIND,2025-11-28,Fair,1,24,17,75,29.41
26,Indianapolis,IN,KIND,2025-11-29,Cloudy,1,25,18,75,29.53
26,Indianapolis,IN,KIND,2025-11-30,Wintry Mix,10,36,35,97,29.06
27,Louisville,KY,KSDF,2025-11-01,Mostly Cloudy,1,44,39,82,29.49
27,Louisville,KY,KSDF,2025-11-02,Cloudy,1,44,41,89,29.64
27,Louisville,KY,KSDF,2025-11-03,Fair,1,40,39,97,29.7
27,Louisville,KY,KSDF,2025-11-04,Partly Cloudy,1,43,41,93,29.79
27,Louisville,KY,KSDF,2025-11-05,Cloudy,1,52,44,74,29.57
27,Louisville,KY,KSDF,2025-11-06,Fair,1,48,37,66,29.7
27,Louisville,KY,KSDF,2025-11-07,Mostly Cloudy,1,47,30,52,29.36
27,Louisville,KY,KSDF,2025-11-08,Fair,1,54,51,90,29.25
27,Louisville,KY,KSDF,2025-11-09,Partly Cloudy,1,49,44,83,29.18
27,Louisville,KY,KSDF,2025-11-10,Cloudy,1,31,20,64,29.64
27,Louisville,KY,KSDF,2025-11-11,Fair,1,28,20,72,29.73
27,Louisville,KY,KSDF,2025-11-12,Fair,1,44,24,45,29.45
27,Louisville,KY,KSDF,2025-11-13,Fair,1,47,32,56,29.62
27,Louisville,KY,KSDF,2025-11-14,Fair,1,40,29,65,29.64
27,Louisville,KY,KSDF,2025-11-15,Mostly Cloudy,1,63,53,70,29.41
27,Louisville,KY,KSDF,2025-11-16,Fair,1,61,46,58,29.17
27,Louisville,KY,KSDF,2025-11-17,Fair,1,39,21,49,29.49
27,Louisville,KY,KSDF,2025-11-18,Light Rain,5,45,35,68,29.58
27,Louisville,KY,KSDF,2025-11-19,Mist,1,48,48,100,29.5
27,Louisville,KY,KSDF,2025-11-20,Mist,1,47,46,97,29.63
27,Louisville,KY,KSDF,2025-11-21,Cloudy,1,50,48,93,29.52
27,Louisville,KY,KSDF,2025-11-22,Light Rain,5,61,61,100,29.34
27,Louisville,KY,KSDF,2025-11-23,Partly Cloudy,1,45,44,97,29.57
27,Louisville,KY,KSDF,2025-11-24,Mist,1,47,45,93,29.65
27,Louisville,KY,KSDF,2025-11-25,Light Rain,5,54,50,86,29.38
27,Louisville,KY,KSDF,2025-11-26,Cloudy,1,56,53,90,29.37
27,Louisville,KY,KSDF,2025-11-27,Mostly Cloudy,1,35,20,54,29.68
27,Louisville,KY,KSDF,2025-11-28,Fair,1,30,20,66,29.77
27,Louisville,KY,KSDF,2025-11-29,Mostly Cloudy,1,27,18,69,29.87
27,Louisville,KY,KSDF,2025-11-30,Light Drizzle,5,42,39,89,29.52
28,Knoxville,TN,KTYS,2025-11-01,Fair,1,40,37,89,29.02
28,Knoxville,TN,KTYS,2025-11-02,Light Rain,5,50,47,89,29.1
28,Knoxville,TN,KTYS,2025-11-03,Mist,1,44,43,96,29.16
28,Knoxville,TN,KTYS,2025-11-04,Mist,1,37,36,96,29.27
28,Knoxville,TN,KTYS,2025-11-05,Fair,1,42,40,92,29.17
28,Knoxville,TN,KTYS,2025-11-06,Fair,1,52,45,77,29.1
28,Knoxville,TN,KTYS,2025-11-07,Fair,1,44,38,79,28.95
28,Knoxville,TN,KTYS,2025-11-08,Mostly Cloudy,1,59,58,96,28.79
28,Knoxville,TN,KTYS,2025-11-09,Mist,1,50,49,96,28.76
28,Knoxville,TN,KTYS,2025-11-10,Cloudy,1,37,28,70,29.04
28,Knoxville,TN,KTYS,2025-11-11,Light Snow,10,30,23,75,29.22
28,Knoxville,TN,KTYS,2025-11-12,Fair,1,40,18,41,29.12
28,Knoxville,TN,KTYS,2025-11-13,Fair,1,43,35,74,29.12
28,Knoxville,TN,KTYS,2025-11-14,Fair,1,40,34,79,29.16
28,Knoxville,TN,KTYS,2025-11-15,Fair,1,47,37,68,29.02
28,Knoxville,TN,KTYS,2025-11-16,Cloudy,1,64,52,65,28.69
28,Knoxville,TN,KTYS,2025-11-17,Fair,1,41,26,55,28.93
28,Knoxville,TN,KTYS,2025-11-18,Fair,1,40,28,63,29.07
28,Knoxville,TN,KTYS,2025-11-19,Partly Cloudy,1,65,47,52,28.97
28,Knoxville,TN,KTYS,2025-11-20,Mostly Cloudy,1,54,52,93,29.09
28,Knoxville,TN,KTYS,2025-11-21,Cloudy,1,58,57,97,29.02
28,Knoxville,TN,KTYS,2025-11-22,Cloudy,1,63,60,90,28.89
28,Knoxville,TN,KTYS,2025-11-23,Mostly Cloudy,1,55,51,86,29.03
28,Knoxville,TN,KTYS,2025-11-24,Fair,1,43,40,89,29.11
28,Knoxville,TN,KTYS,2025-11-25,Cloudy,1,57,48,72,28.97
28,Knoxville,TN,KTYS,2025-11-26,Partly Cloudy,1,59,57,93,28.91
28,Knoxville,TN,KTYS,2025-11-27,Partly Cloudy,1,37,23,57,29.16
28,Knoxville,TN,KTYS,2025-11-28,Fair,1,32,20,61,29.25
28,Knoxville,TN,KTYS,2025-11-29,Partly Cloudy,1,30,17,59,29.33
28,Knoxville,TN,KTYS,2025-11-30,Light Rain,5,42,33,70,29.16
29,Savannah,GA,KSAV,2025-11-01,Fair,1,46,42,86,30.02
29,Savannah,GA,KSAV,2025-11-02,Fair,1,46,45,96,30.09
29,Savannah,GA,KSAV,2025-11-03,Fair,1,53,48,83,30.06
29,Savannah,GA,KSAV,2025-11-04,Fair,1,51,44,77,30.21
29,Savannah,GA,KSAV,2025-11-05,Fair,1,45,45,100,30.26
29,Savannah,GA,KSAV,2025-11-06,Fair,1,59,56,90,30.08
29,Savannah,GA,KSAV,2025-11-07,Mist,1,54,54,100,30.02
29,Savannah,GA,KSAV,2025-11-08,Fair,1,63,61,93,29.81
29,Savannah,GA,KSAV,2025-11-09,Fair,1,67,66,97,29.83
29,Savannah,GA,KSAV,2025-11-10,Fair,1,57,41,55,29.86
29,Savannah,GA,KSAV,2025-11-11,Fair,1,33,16,50,30.26
29,Savannah,GA,KSAV,2025-11-12,Fair,1,36,24,62,30.25
29,Savannah,GA,KSAV,2025-11-13,Fair,1,50,43,77,30.14
29,Savannah,GA,KSAV,2025-11-14,Fair,1,48,46,93,30.12
29,Savannah,GA,KSAV,2025-11-15,Fair,1,45,43,93,30.07
29,Savannah,GA,KSAV,2025-11-16,Fair,1,60,48,64,29.79
29,Savannah,GA,KSAV,2025-11-17,Fair,1,57,53,87,29.83
29,Savannah,GA,KSAV,2025-11-18,Fair,1,44,43,96,30.08
29,Savannah,GA,KSAV,2025-11-19,Fair,1,53,51,93,30.1
29,Savannah,GA,KSAV,2025-11-20,Fair,1,61,58,90,30.07
29,Savannah,GA,KSAV,2025-11-21,Fog,1,61,61,100,30.05
29,Savannah,GA,KSAV,2025-11-22,Fair,1,64,57,78,29.99
29,Savannah,GA,KSAV,2025-11-23,Fair,1,67,65,93,29.95
29,Savannah,GA,KSAV,2025-11-24,Mist,1,53,53,100,30.07
29,Savannah,GA,KSAV,2025-11-25,Fair,1,61,57,87,30.08
29,Savannah,GA,KSAV,2025-11-26,Fair,1,65,63,93,29.99
29,Savannah,GA,KSAV,2025-11-27,Fair,1,59,43,55,30.03
29,Savannah,GA,KSAV,2025-11-28,Fair,1,42,19,40,30.18
29,Savannah,GA,KSAV,2025-11-29,Fair,1,33,28,82,30.37
29,Savannah,GA,KSAV,2025-11-30,Partly Cloudy,1,43,39,86,30.24
